1.768653134686531203e+01,4.791373450619752106e+01
5.458784121587841298e+01,5.992103158736505719e+01
8.269683031696830255e+01,1.686725309876049650e+01
7.359154084591540368e+01,3.533316673330667612e+01
1.665833416658334087e+01,3.809576169532186896e+01
8.675802419758024087e+01,4.603048780487804947e+01
5.311238876112388851e+01,1.748130747700919585e+01
7.361963803619637758e+01,7.182267093162734284e+01
3.088091190880911796e+01,2.037295081967213051e+01
1.116788321167883247e+01,5.092483006797281320e+01
8.515628437156284747e+01,4.543822471011595354e+01
7.369313068693131186e+01,7.892782886845262169e+01
4.752634736526347581e+01,7.976729308276689778e+01
7.060083991600839681e+01,1.546801279488204806e+01
7.071432856714328352e+01,1.804948020791683305e+01
9.063973602639735816e+01,5.734396241503398528e+01
6.652264773522647090e+01,3.345011995201919319e+01
2.809649035096490266e+01,3.009756097560975618e+01
1.237496250374962514e+01,3.597830867652938736e+01
9.403709629037096818e+01,7.048910435825669651e+01
4.380311968803119527e+01,3.753378648540584095e+01
2.689381061893810454e+01,4.983696521391443213e+01
2.070432956704329541e+01,2.554508196721311464e+01
2.567303269673032773e+01,3.826689324270292047e+01
4.300429957004299553e+01,5.706137544982006915e+01
4.693730626937306027e+01,5.501189524190323965e+01
6.607899210078991814e+01,9.074610155937624256e+01
9.341495850414958113e+01,2.114114354258296657e+01
6.205389461053894706e+01,5.004518192722910896e+01
5.113488651134886709e+01,9.957487005197920382e+01
6.225547445255474344e+01,4.110615753698520791e+01
3.878332166783321355e+01,9.988844462215114106e+01
4.527647235276472060e+01,2.449330267892842983e+01
8.084931506849315497e+01,5.341033586565373525e+01
9.576672332766723628e+01,4.726229508196720985e+01
8.167143285671433262e+01,7.051509396241503680e+01
7.198240175982401468e+01,1.628248700519792180e+01
1.641035896410359030e+01,2.501539384246301623e+01
9.971642835716428976e+01,1.585765693722511038e+01
9.159574042595740195e+01,6.764924030387844311e+01
1.457434256574342513e+01,6.392742902838864438e+01
3.828257174282571640e+01,1.389864054378248781e+01
5.680961903809618718e+01,3.304148340663734729e+01
6.613018698130187545e+01,2.795521791283486479e+01
1.601259874012598772e+01,8.474830067972810355e+01
9.599830016998299698e+01,9.804988004798080681e+01
7.298980101989801028e+01,9.640513794482207288e+01
3.682371762823717631e+01,4.030347860855657416e+01
7.992030796920307978e+01,2.965553778488604664e+01
1.886731326867313285e+01,5.536185525789684192e+01
7.746155384461553695e+01,6.508336665333865767e+01
1.938436156384361553e+01,8.844992003198720454e+01
1.140475952404759497e+01,8.331237504998000531e+01
5.027677232276772656e+01,4.873230707716913201e+01
3.466713328667132998e+01,9.361305477808876674e+01
3.155904409559044055e+01,6.570451819272291516e+01
6.584301569843015045e+01,1.040043982407037149e+01
2.498350164983501642e+01,8.537405037984805745e+01
7.354614538546145752e+01,1.691693322670931465e+01
4.335066493350664985e+01,2.958496601359456335e+01
1.517738226177382188e+01,1.431807277089164288e+01
5.309369063093690499e+01,9.396141543382647399e+01
3.148095190480951899e+01,9.463164734106356946e+01
9.890890910908909461e+01,3.396921231507396755e+01
1.665913408659134021e+01,8.322970811675330083e+01
9.086971302869713440e+01,3.080967612954817980e+01
4.189741025897410509e+01,7.690413834466212961e+01
1.499300069993000761e+01,9.864684126349460769e+01
7.854574542545745430e+01,3.842103158736505719e+01
5.663243675632436691e+01,9.098420631747301002e+01
2.219518048195180526e+01,3.996111555377849101e+01
2.375422457754224581e+01,5.921441423430627538e+01
7.000019998000199450e+01,9.327309076369452612e+01
8.762403759624037036e+01,5.287814874050379643e+01
2.980141985801419935e+01,7.279338264694122529e+01
8.659684031596840725e+01,7.220221911235505274e+01
9.060793920607939356e+01,5.563094762095161627e+01
7.631356864313568167e+01,5.366173530587764873e+01
1.642025797420258115e+01,1.958956417433026687e+01
9.558664133586641753e+01,2.577828868452618849e+01
1.067493250674932526e+01,9.706567373050779679e+01
9.019738026197380520e+01,7.718152738904437626e+01
5.473252674732526657e+01,8.603048780487804947e+01
8.023127687231276184e+01,6.295111955217912936e+01
5.512768723127687309e+01,8.740253898440623459e+01
1.413638636136386317e+01,2.994442223110755563e+01
1.091720827917208325e+01,2.881487405037984928e+01
7.081291870812918887e+01,1.267742902838864438e+01
3.755354464553544602e+01,7.852219112355058428e+01
8.498470152984701542e+01,1.906477409036385495e+01
9.984691530846914986e+01,7.606607357057177410e+01
2.135096490350964871e+01,7.826589364254297720e+01
8.056584341565843488e+01,2.516903238704518131e+01
9.436256374362564259e+01,1.412534986005597837e+01
3.625067493250674744e+01,8.052289084366253746e+01
8.976992300769923361e+01,6.815473810475809557e+01
2.964983501649835063e+01,5.539574170331867009e+01
8.486521347865213727e+01,1.197700919632147176e+01
7.879872012798719538e+01,8.261195521791283625e+01
4.255664433556644610e+01,8.678578568572571328e+01
7.121997800219978103e+01,1.048140743702519018e+01
6.003669633036696496e+01,3.785445821671331146e+01
3.848275172482751572e+01,7.775509796081567515e+01
4.706009399060094012e+01,7.535005997600958949e+01
9.727547245275472676e+01,3.169302279088364571e+01
8.795720427957203924e+01,2.529578168732507137e+01
9.203299670032996005e+01,3.272630947620951503e+01
3.687481251874812216e+01,7.566063574570172534e+01
4.797700229977002095e+01,2.466353458616553240e+01
7.652074792520747337e+01,1.893772491003598546e+01
5.784461553844615622e+01,5.620861655337864704e+01
1.080221977802219691e+01,7.512015193922431422e+01
3.398550144985501476e+01,5.451819272291083252e+01
2.442855714428556979e+01,7.457107157137144782e+01
4.840375962403759758e+01,6.253668532586965512e+01
7.672482751724827210e+01,2.162524990003998226e+01
6.444645535446454687e+01,7.797580967612954339e+01
1.153944605539446044e+01,4.984796081567372994e+01
1.852384761523847700e+01,3.614724110355857789e+01
2.176792320767923172e+01,1.500109956017593049e+01
9.298720127987201067e+01,1.954338264694122174e+01
5.199480051994800789e+01,4.106267493002798830e+01
6.128997100289971200e+01,1.767493002798880397e+01
8.457634236576342346e+01,7.569112355057977481e+01
1.255154484551544769e+01,7.431847261095562374e+01
4.404209579042095868e+01,3.790143942423031120e+01
4.446385361463853769e+01,6.628718512594961965e+01
1.145265473452654703e+01,9.847770891643342850e+01
1.166663333666633307e+01,6.005037984806077844e+01
2.633996600339965966e+01,4.123400639744102136e+01
6.943445655434456398e+01,3.070591763294682153e+01
1.235526447355264423e+01,6.282956817273090877e+01
7.248125187481251430e+01,9.746951219512195053e+01
1.739996000399959897e+01,1.138124750099960103e+01
2.177982201779822091e+01,7.369462215113954073e+01
2.985571442855714253e+01,1.307137145141943257e+01
2.863513648635136377e+01,9.504018392642943525e+01
7.102789721027896519e+01,6.251799280287885097e+01
3.849255074492550932e+01,9.118942423030787836e+01
7.299350064993500098e+01,9.780797680927628335e+01
9.925297470252974108e+01,8.196061575369851937e+01
1.978932106789321210e+01,3.903048780487804947e+01
9.784761523847615194e+01,1.922570971611355617e+01
1.121987801219878023e+01,2.471301479408236546e+01
6.777392260773922317e+01,2.685755697720911783e+01
4.858344165583441310e+01,8.233796481407436829e+01
2.661983801619837919e+01,6.370711715313874635e+01
7.641065893410659271e+01,6.355477808876449330e+01
2.664383561643835563e+01,7.179208316673330614e+01
3.300299970002999572e+01,6.946481407437025268e+01
9.488941105889411176e+01,6.180037984806077844e+01
2.379562043795620596e+01,4.101549380247900700e+01
5.954074592540745670e+01,1.920581767293082720e+01
8.871422857714227916e+01,1.695641743302678961e+01
7.422857714228577208e+01,1.014494202319072436e+01
3.863013698630137327e+01,4.078198720511795017e+01
3.931726827317267947e+01,2.186675329868052842e+01
9.422267773222677079e+01,2.634896041583366610e+01
6.537726227377262944e+01,3.984076369452218813e+01
3.240975902409758902e+01,4.952219112355057717e+01
6.646015398460153278e+01,4.365743702518992109e+01
